Epoch 0/1000, Train Loss: 1.4736021161079407, Val Loss: 0.6608478426933289, Train Acc: 0.55, Val Acc: 0.800000011920929, LR: 0.0003085733170867081
Epoch 10/1000, Train Loss: 1.8767856359481812, Val Loss: 0.6512264013290405, Train Acc: 0.575, Val Acc: 0.800000011920929, LR: 0.0003024514440998775
Epoch 20/1000, Train Loss: 2.289698541164398, Val Loss: 0.6508622169494629, Train Acc: 0.575, Val Acc: 0.800000011920929, LR: 0.0002963295711130469
Epoch 30/1000, Train Loss: 2.6438510417938232, Val Loss: 0.6042777895927429, Train Acc: 0.425, Val Acc: 0.800000011920929, LR: 0.0002902076981262163
Epoch 40/1000, Train Loss: 2.05616557598114, Val Loss: 0.5899649858474731, Train Acc: 0.55, Val Acc: 0.800000011920929, LR: 0.0002840858251393857
Epoch 50/1000, Train Loss: 2.662357807159424, Val Loss: 0.5861954689025879, Train Acc: 0.4, Val Acc: 0.800000011920929, LR: 0.0002779639521525551
Epoch 60/1000, Train Loss: 1.8712409138679504, Val Loss: 0.590916633605957, Train Acc: 0.55, Val Acc: 0.800000011920929, LR: 0.0002718420791657245
Epoch 70/1000, Train Loss: 1.8798528909683228, Val Loss: 0.601073145866394, Train Acc: 0.475, Val Acc: 0.800000011920929, LR: 0.0002657202061788939
Epoch 80/1000, Train Loss: 2.0564467906951904, Val Loss: 0.6087359189987183, Train Acc: 0.4, Val Acc: 0.800000011920929, LR: 0.0002595983331920633
Epoch 90/1000, Train Loss: 1.883554458618164, Val Loss: 0.642727255821228, Train Acc: 0.525, Val Acc: 0.800000011920929, LR: 0.0002534764602052327
Epoch 100/1000, Train Loss: 1.990572452545166, Val Loss: 0.6228581666946411, Train Acc: 0.525, Val Acc: 0.800000011920929, LR: 0.0002473545872184021
Epoch 110/1000, Train Loss: 1.6368293166160583, Val Loss: 0.6277677416801453, Train Acc: 0.625, Val Acc: 0.800000011920929, LR: 0.0002412327142315714
Epoch 120/1000, Train Loss: 1.7715601921081543, Val Loss: 0.6299370527267456, Train Acc: 0.475, Val Acc: 0.800000011920929, LR: 0.0002351108412447406
Epoch 130/1000, Train Loss: 1.5792860388755798, Val Loss: 0.624596357345581, Train Acc: 0.475, Val Acc: 0.800000011920929, LR: 0.00022898896825790987
Epoch 140/1000, Train Loss: 1.501831829547882, Val Loss: 0.6301904916763306, Train Acc: 0.55, Val Acc: 0.800000011920929, LR: 0.00022286709527107905
Epoch 150/1000, Train Loss: 2.1866647005081177, Val Loss: 0.619577944278717, Train Acc: 0.425, Val Acc: 0.800000011920929, LR: 0.00021674522228424837
Epoch 160/1000, Train Loss: 1.4386407732963562, Val Loss: 0.600136399269104, Train Acc: 0.475, Val Acc: 0.800000011920929, LR: 0.00021062334929741755
Epoch 170/1000, Train Loss: 1.7864431738853455, Val Loss: 0.5815724730491638, Train Acc: 0.6, Val Acc: 0.800000011920929, LR: 0.00020450147631058678
Epoch 180/1000, Train Loss: 1.1468833982944489, Val Loss: 0.5751034021377563, Train Acc: 0.6, Val Acc: 0.800000011920929, LR: 0.0001983796033237559
Epoch 190/1000, Train Loss: 1.407047986984253, Val Loss: 0.5552891492843628, Train Acc: 0.7, Val Acc: 0.800000011920929, LR: 0.00019225773033692512
